model,feature_set,edge_mode,train_size,val_size,test_size,epochs,test_exact,test_plus_minus_1,test_macro_f1,majority_exact,majority_plus_minus_1,majority_macro_f1,runtime_seconds
gat,difficulty_direction,hybrid,20157,2442,2497,20,0.46215458550260313,0.7917501001201441,0.1736554753365048,0.3319983980776932,0.6071285542651181,0.049849669272399276,232.08775422299982
gat,difficulty,spatial,20157,2442,2497,20,0.45454545454545453,0.7933520224269123,0.16741921166618132,0.3319983980776932,0.6071285542651181,0.049849669272399276,225.578322759
gat,direction,spatial,20157,2442,2497,20,0.41409691629955947,0.749699639567481,0.13863646613280955,0.3319983980776932,0.6071285542651181,0.049849669272399276,212.9131571989999
gat,type,spatial,20157,2442,2497,20,0.37565078093712456,0.7284741690028034,0.11646123751932462,0.3319983980776932,0.6071285542651181,0.049849669272399276,220.37435501200002
gat,xy,spatial,20157,2442,2497,20,0.3604325190228274,0.6812174609531437,0.09952327159047804,0.3319983980776932,0.6071285542651181,0.049849669272399276,220.66469975500002
